mbid,verse_name,poetry_form,t_start,t_end,offset_start,offset_end,mizan,orchestra,lyric
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.4.2,Barwala,468.15256474283484,476.7140742280351,516.5,522.5,Bṭāyḥī,Brihi Orchestra,wāldāj ḥāzhā wāhdāhā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.5.1,Barwala,493.26860460600574,502.1327286165864,540.0,546.5,Bṭāyḥī,Brihi Orchestra,khalāt al-‘shīq fī ḥasrah
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.5.2,Barwala,502.1327286165864,510.4729055010859,548.5,554.5,Bṭāyḥī,Brihi Orchestra,bjmālhā wḥusn bhāhā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.6.1,Barwala,527.0458559046035,535.3177867654688,572.0,578.5,Bṭāyḥī,Brihi Orchestra,ghaddar yā ndīm al-khamrah
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.6.2,Barwala,535.3177867654688,543.0352421489298,580.5,586.5,Bṭāyḥī,Brihi Orchestra,nghnam m‘ al-mlīḥ nzāhah
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.7.1,Barwala,543.0352421489298,556.0416681266356,588.5,599.5,Bṭāyḥī,Brihi Orchestra,washshat lbsātn bsh‘ā‘ snāhā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.7.2,Barwala,556.0416681266356,572.8141661061491,600.5,614.5,Bṭāyḥī,Brihi Orchestra,wābqāt nāḥlah fī khajlah
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.8.1,Barwala,601.9763980747085,614.7243420075756,644.5,655.5,Bṭāyḥī,Brihi Orchestra,ka’annhā ‘rūsah brzt fī ḥlāhā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.8.2,Barwala,614.7243420075756,631.1008193172901,656.5,670.5,Bṭāyḥī,Brihi Orchestra,btāj mn dhhab fī ḥullah
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.9.1,Barwala,659.8272666833872,672.3110489812335,700.5,711.5,Bṭāyḥī,Brihi Orchestra,ghaddr ṭāstī yā sāqī wāmlāhā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.9.2,Barwala,672.3110489812335,689.1351017171785,712.5,726.5,Bṭāyḥī,Brihi Orchestra,naghnam ‘shīytī natsalā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.10.1,Barwala,689.1351017171785,697.0069062083088,728.0,734.5,Bṭāyḥī,Brihi Orchestra,unẓur ll‘shyā yā ṣāḥ
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.10.2,Barwala,697.0069062083088,705.7580149445645,736.5,742.5,Bṭāyḥī,Brihi Orchestra,man law‘at al-ghirām āṣfārt
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.11.1,Barwala,722.1574115602624,730.7305607670692,760.0,766.5,Bṭāyḥī,Brihi Orchestra,khaṭift bishu‘ā‘ mlāḥī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.11.2,Barwala,730.7305607670692,739.0937802177659,768.5,774.5,Bṭāyḥī,Brihi Orchestra,waksāt al-buṭāḥ wanārat
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.12.1,Barwala,755.6706434469842,764.16547545083,792.0,798.5,Bṭāyḥī,Brihi Orchestra,mlā wazayd ghddr al-rāḥ
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.12.2,Barwala,764.16547545083,771.7285817266218,800.5,806.5,Bṭāyḥī,Brihi Orchestra,ammā turá al-‘shyā sārrat
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.13.1,Barwala,771.7285817266218,784.539557663167,808.5,819.5,Bṭāyḥī,Brihi Orchestra,sārrat ‘alá al-dūāḥ tasallay man rāhā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.13.2,Barwala,784.539557663167,801.4610414126511,820.5,834.5,Bṭāyḥī,Brihi Orchestra,wal-zahr fī al-ghuṣūn ta‘lá
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.14.1,Barwala,830.6098525494046,842.7092129141245,864.5,875.5,Bṭāyḥī,Brihi Orchestra,wal-yāsamīn tuḥayyī binasīm shadhāihā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.14.2,Barwala,842.7092129141245,859.3656109821744,876.5,890.5,Bṭāyḥī,Brihi Orchestra,wal-ward al-bahīj fī ṣawlih
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.15.1,Barwala,888.3749670776755,900.8155912978792,920.5,931.5,Bṭāyḥī,Brihi Orchestra,ghaddr ṭāstī yā sāqī wāmlāhā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.15.2,Barwala,900.8155912978792,917.3309458184857,932.5,946.5,Bṭāyḥī,Brihi Orchestra,naghnam ‘shīytī natsalā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.16.1,Barwala,917.3309458184857,925.6657976326236,948.0,954.5,Bṭāyḥī,Brihi Orchestra,mā abda‘ al-rīāḍ al-bāhī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.16.2,Barwala,925.6657976326236,934.3998290679431,956.5,962.5,Bṭāyḥī,Brihi Orchestra,bmḥāsnūā wamaḥāsin āsrārūā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.17.1,Barwala,950.3916678263354,959.1895669634808,980.5,986.5,Bṭāyḥī,Brihi Orchestra,wal-aghṣān kull ghuṣn yuḍāhī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.17.2,Barwala,959.1895669634808,967.5076551545259,988.5,994.5,Bṭāyḥī,Brihi Orchestra,yusarrī binasamaātin āzhārūā ?
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.18.1,Barwala,984.327826640081,992.9176567089829,1012.0,1018.5,Bṭāyḥī,Brihi Orchestra,wakawākib al-nujūm tubāhī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.18.2,Barwala,992.9176567089829,1000.9438103077823,1020.5,1026.5,Bṭāyḥī,Brihi Orchestra,man kull naw‘ fātiḥ āzhārūā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.19.1,Barwala,1000.9438103077823,1013.1373898136507,1028.5,1039.5,Bṭāyḥī,Brihi Orchestra,wālāshjār k‘rāys baruzt fī ḥallāhā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.19.2,Barwala,1013.1373898136507,1029.8443174071215,1040.5,1054.5,Bṭāyḥī,Brihi Orchestra,fī ghāyat al-bhā fī ḥallah
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.20.1,Barwala,1058.9998243760172,1071.7678747942443,1084.5,1095.5,Bṭāyḥī,Brihi Orchestra,al-āṭyār fawqahum tasbaḥ limawwalāhā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.20.2,Barwala,1071.7678747942443,1088.0419469878957,1096.5,1110.5,Bṭāyḥī,Brihi Orchestra,jull al-karīm na‘am al-mawlá
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.21.1,Barwala,1117.4786636570007,1129.3656697347583,1140.5,1151.5,Bṭāyḥī,Brihi Orchestra,ghaddr ṭāstī yā sāqī wāmlāhā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.2.21.2,Barwala,1129.3656697347583,1146.3251791498947,1152.5,1166.5,Bṭāyḥī,Brihi Orchestra,naghnam ‘shīytī natsalā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.3.1.1,Zejel,1146.3251791498947,1158.4699390302976,1168.5,1179.5,Bṭāyḥī,Brihi Orchestra,ṣaffifūā al-qiṭ‘ān wazīdūā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.3.1.2,Zejel,1158.4699390302976,1183.2591829063053,1180.5,1202.5,Bṭāyḥī,Brihi Orchestra,naghnam hādh al-‘ashīyah
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.3.2.1,Zejel,1219.0675740747602,1230.8808131203143,1240.5,1251.5,Bṭāyḥī,Brihi Orchestra,kullunā ka’suh bīduh
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.3.2.2,Zejel,1230.8808131203143,1255.054552093827,1252.5,1274.5,Bṭāyḥī,Brihi Orchestra,yaghtanim sā‘ah hanīyah
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.3.3.1,Zejel,1289.620991506878,1300.9853209687778,1312.5,1323.5,Bṭāyḥī,Brihi Orchestra,wal-malīḥ qalbī yurīduh
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.3.3.2,Zejel,1300.9853209687778,1312.8702022593077,1324.5,1335.5,Bṭāyḥī,Brihi Orchestra,yanshariḥ bayn yadayyā
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.3.4.1,Zejel,1312.8702022593077,1348.6763579122355,1336.5,1370.5,Bṭāyḥī,Brihi Orchestra,wal-qaṭī‘ baynay wabaynuh
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.3.5.1,Zejel,1348.6763579122355,1360.727379104213,1372.5,1383.5,Bṭāyḥī,Brihi Orchestra,qarribūā ḥibbī ilay
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.3.5.2,Zejel,1360.727379104213,1384.5743162391072,1384.5,1406.5,Bṭāyḥī,Brihi Orchestra,wāi‘ṭifūā ‘aṭf al-ḥawāshī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.1.1,Barwala,1384.5743162391072,1388.6079462470402,1408.5,1410.5,Bṭāyḥī,Brihi Orchestra,āman lām
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.1.2,Barwala,1388.6079462470402,1396.4797507381704,1411.5,1419.5,Bṭāyḥī,Brihi Orchestra,lā tzīd fī al-lawm klām
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.1.3,Barwala,1396.4797507381704,1400.4156529837355,1420.5,1422.5,Bṭāyḥī,Brihi Orchestra,al-‘alām
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.1.4,Barwala,1400.4156529837355,1408.2102829210312,1423.5,1431.5,Bṭāyḥī,Brihi Orchestra,bi-al-ghyūb yadrī ḥālī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.1.3(1),Barwala,1408.2102829210312,1412.3643821169426,1432.5,1434.5,Bṭāyḥī,Brihi Orchestra,al-‘alām
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.1.4(1),Barwala,1412.3643821169426,1420.4174334519919,1435.5,1442.5,Bṭāyḥī,Brihi Orchestra,bi-al-ghyūb yadrī ḥālī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.2.1,Barwala,1457.1394670090747,1460.037200412696,1481.5,1482.5,Bṭāyḥī,Brihi Orchestra,bayyan lī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.2.2,Barwala,1460.037200412696,1468.14052856533,1484.5,1491.5,Bṭāyḥī,Brihi Orchestra,mā ḥīltī mā ‘amlī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.2.3,Barwala,1468.14052856533,1471.8449071493912,1493.5,1494.5,Bṭāyḥī,Brihi Orchestra,waqul lī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.2.4,Barwala,1471.8449071493912,1479.9482353020253,1496.5,1503.5,Bṭāyḥī,Brihi Orchestra,mā rīt mithlak sālī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.2.3(1),Barwala,1479.9482353020253,1483.6981531397923,1505.5,1506.5,Bṭāyḥī,Brihi Orchestra,waqul lī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.2.4(1),Barwala,1483.6981531397923,1492.6259519120376,1508.5,1514.5,Bṭāyḥī,Brihi Orchestra,mā rīt mithlak sālī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.3.1,Barwala,1529.4950271358953,1532.3448217535868,1553.5,1554.5,Bṭāyḥī,Brihi Orchestra,tayyamnī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.3.2,Barwala,1532.3448217535868,1539.9079280293786,1556.5,1563.5,Bṭāyḥī,Brihi Orchestra,hādh al-hwá wānḥalnī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.3.3,Barwala,1539.9079280293786,1543.8438302749437,1565.5,1566.5,Bṭāyḥī,Brihi Orchestra,wāj‘alnī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.3.4,Barwala,1543.8438302749437,1551.715634766074,1568.5,1575.5,Bṭāyḥī,Brihi Orchestra,nanẓam dūn āhwālī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.4.1,Barwala,1551.715634766074,1555.4200133501352,1577.5,1578.5,Bṭāyḥī,Brihi Orchestra,thalth snīn
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.4.2,Barwala,1555.4200133501352,1564.5517350230143,1580.5,1587.5,Bṭāyḥī,Brihi Orchestra,wānā narjāk tlīn
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.4.3,Barwala,1576.9950479110664,1580.275257965176,1601.5,1602.5,Bṭāyḥī,Brihi Orchestra,yā muqnīn
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.4.4,Barwala,1580.275257965176,1588.0698879024717,1604.5,1610.5,Bṭāyḥī,Brihi Orchestra,mā lak āmna‘t wṣālī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.5.1,Barwala,1588.0698879024717,1592.1601392557059,1613.5,1614.5,Bṭāyḥī,Brihi Orchestra,jā ḥālī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.5.2,Barwala,1592.1601392557059,1600.649340177513,1616.5,1623.5,Bṭāyḥī,Brihi Orchestra,mat‘ūb fī tirḥālī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.5.3,Barwala,1600.649340177513,1604.5852424230782,1625.5,1626.5,Bṭāyḥī,Brihi Orchestra,yā khālī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.5.4,Barwala,1604.5852424230782,1612.7657451295468,1628.5,1635.5,Bṭāyḥī,Brihi Orchestra,mn hādh al-ghrām āiṣgh lī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.5.3(1),Barwala,1612.7657451295468,1616.4112859499871,1637.5,1638.5,Bṭāyḥī,Brihi Orchestra,yā khālī
8842c1f0-e261-4069-bd59-768bb9a3315c,mu.4.5.4(1),Barwala,1616.4112859499871,1624.4100417451066,1640.5,1646.5,Bṭāyḥī,Brihi Orchestra,mn hādh al-ghrām āiṣgh lī
8842c1f0-e261-4069-bd59-768bb9a3315c,in.1.1.1,Zejel,2047.0864365483324,2062.852255079551,1652.5,1667.5,Bṭāyḥī,Brihi Orchestra,ighnam muná al-nafs
8842c1f0-e261-4069-bd59-768bb9a3315c,in.1.1.2,Zejel,2062.852255079551,2071.258543182362,1668.5,1675.5,Bṭāyḥī,Brihi Orchestra,ashiyatan
8842c1f0-e261-4069-bd59-768bb9a3315c,in.1.2.1,Zejel,2094.5424508889296,2109.616022697584,1700.5,1715.5,Bṭāyḥī,Brihi Orchestra,ma‘ shādin al-uns
8842c1f0-e261-4069-bd59-768bb9a3315c,in.1.2.2,Zejel,2109.616022697584,2117.7685120066403,1716.5,1723.5,Bṭāyḥī,Brihi Orchestra,bayn al-muḥibb wal-ḥabīb
8842c1f0-e261-4069-bd59-768bb9a3315c,in.1.3.1,Zejel,2139.995904644912,2154.857587252131,1748.5,1763.5,Bṭāyḥī,Brihi Orchestra,unẓur ilá al-shams
8842c1f0-e261-4069-bd59-768bb9a3315c,in.1.3.2,Zejel,2154.857587252131,2162.51630678814,1764.5,1771.5,Bṭāyḥī,Brihi Orchestra,kīf ‘awwalat ‘alá al-maghīb
8842c1f0-e261-4069-bd59-768bb9a3315c,in.1.4.1,Zejel,2162.51630678814,2169.714649104033,1772.5,1779.5,Bṭāyḥī,Brihi Orchestra,shamsun ‘alá al-aghṣān
8842c1f0-e261-4069-bd59-768bb9a3315c,in.1.4.2,Zejel,2177.1278231921287,2184.330398670491,1788.5,1795.5,Bṭāyḥī,Brihi Orchestra,fī thawbihā al-muza‘far
8842c1f0-e261-4069-bd59-768bb9a3315c,in.1.5.1,Zejel,2184.330398670491,2198.6215754208797,1796.5,1811.5,Bṭāyḥī,Brihi Orchestra,taṣfar watatlawwan
8842c1f0-e261-4069-bd59-768bb9a3315c,in.1.5.2,Zejel,2198.6215754208797,2205.7634093517336,1812.5,1819.5,Bṭāyḥī,Brihi Orchestra,-
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.1.1,Zejel,2205.7634093517336,2214.6391020731885,1820.5,1830.5,Bṭāyḥī,Brihi Orchestra,yā nqltin min tuffāḥ
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.1.2,Zejel,2214.6391020731885,2218.5271314581405,1831.5,1835.5,Bṭāyḥī,Brihi Orchestra,fī al-bustān
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.1.3,Zejel,2218.5271314581405,2227.065660750984,1836.5,1846.5,Bṭāyḥī,Brihi Orchestra,al-ward ḥīn yaftaḥ
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.1.4,Zejel,2227.065660750984,2230.861118007723,1847.5,1851.5,Bṭāyḥī,Brihi Orchestra,wayazyān
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.1.3(1),Zejel,2230.861118007723,2239.748042316184,1852.5,1862.5,Bṭāyḥī,Brihi Orchestra,al-ward ḥīn yaftaḥ
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.1.4(1),Zejel,2239.748042316184,2243.6684253576564,1863.5,1867.5,Bṭāyḥī,Brihi Orchestra,wayazyān
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.2.1,Zejel,2281.752301916224,2290.565897291232,1916.5,1926.5,Bṭāyḥī,Brihi Orchestra,umzuj ku’ūs al-rāḥ
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.2.2,Zejel,2290.565897291232,2294.453926676184,1927.5,1931.5,Bṭāyḥī,Brihi Orchestra,kāl‘iqyān
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.2.3,Zejel,2294.453926676184,2302.739965174472,1932.5,1942.5,Bṭāyḥī,Brihi Orchestra,wa‘ammir al-aqdāḥ
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.2.4,Zejel,2302.739965174472,2307.1000967537307,1943.5,1947.5,Bṭāyḥī,Brihi Orchestra,lilnnudmān
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.2.3(1),Zejel,2307.1000967537307,2315.3390161647,1948.5,1958.5,Bṭāyḥī,Brihi Orchestra,wa‘ammir al-aqdāḥ
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.2.4(1),Zejel,2315.3390161647,2319.864828443846,1959.5,1963.5,Bṭāyḥī,Brihi Orchestra,lilnnudmān
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.3.1,Zejel,2356.4775339073367,2364.764045802586,2012.5,2022.5,Bṭāyḥī,Brihi Orchestra,ishrab waṭib wāifraḥ
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.3.2,Zejel,2364.764045802586,2368.559503059325,2023.5,2027.5,Bṭāyḥī,Brihi Orchestra,yā insān
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.3.3,Zejel,2368.559503059325,2376.520706085655,2028.5,2038.5,Bṭāyḥī,Brihi Orchestra,bihā taṭīb al-arwāḥ
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.3.4,Zejel,2376.520706085655,2380.50130759882,2039.5,2043.5,Bṭāyḥī,Brihi Orchestra,fī al-abdān
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.4.1,Zejel,2380.50130759882,2388.1847942405107,2044.5,2054.5,Bṭāyḥī,Brihi Orchestra,yā ayyuhā al-sāqī
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.4.2,Zejel,2388.1847942405107,2392.5793499758674,2055.5,2059.5,Bṭāyḥī,Brihi Orchestra,adirhā
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.4.3,Zejel,2405.117220416658,2412.351117843415,2076.5,2086.5,Bṭāyḥī,Brihi Orchestra,min khamrik al-bāqī
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.4.4,Zejel,2412.351117843415,2416.60943574122,2087.5,2091.5,Bṭāyḥī,Brihi Orchestra,umzajhā
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.5.1,Zejel,2416.60943574122,2424.29292238291,2092.5,2102.5,Bṭāyḥī,Brihi Orchestra,tajid jamī‘ al-azhār
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.5.2,Zejel,2424.29292238291,2427.995807511436,2103.5,2107.5,Bṭāyḥī,Brihi Orchestra,maḥtaflah
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.5.3,Zejel,2427.995807511436,2435.401577768487,2108.5,2118.5,Bṭāyḥī,Brihi Orchestra,wāqṭif jamī‘ al-anwār
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.5.4,Zejel,2435.401577768487,2438.852805125671,2119.5,2123.5,Bṭāyḥī,Brihi Orchestra,bi-al-jumlah
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.5.3(1),Zejel,2438.852805125671,2446.3511475109353,2124.5,2134.5,Bṭāyḥī,Brihi Orchestra,wāqṭif jamī‘ al-anwār
8842c1f0-e261-4069-bd59-768bb9a3315c,in.2.5.4(1),Zejel,2446.3511475109353,2449.9272762501555,2135.5,2139.5,Bṭāyḥī,Brihi Orchestra,bi-al-jumlah
8842c1f0-e261-4069-bd59-768bb9a3315c,in.3.1.1,Zejel,2449.9272762501555,2455.186709318112,2380.5,2387.5,Bṭāyḥī,Brihi Orchestra,idhā nadhkur al-‘ahd al-qadīm
8842c1f0-e261-4069-bd59-768bb9a3315c,in.3.1.2,Zejel,2455.186709318112,2458.1490174209325,2389.0,2392.5,Bṭāyḥī,Brihi Orchestra,ma‘ al-nadīm
8842c1f0-e261-4069-bd59-768bb9a3315c,in.3.1.3,Zejel,2458.1490174209325,2463.055340216229,2393.0,2398.5,Bṭāyḥī,Brihi Orchestra,tash‘al jimārī bayn al-ḍulū‘
8842c1f0-e261-4069-bd59-768bb9a3315c,in.3.2.1,Zejel,2476.562765452838,2482.0267170395327,2420.5,2427.5,Bṭāyḥī,Brihi Orchestra,idhā yuqbil al-layl al-bahīm
8842c1f0-e261-4069-bd59-768bb9a3315c,in.3.2.2,Zejel,2482.0267170395327,2485.6370300398453,2429.0,2432.5,Bṭāyḥī,Brihi Orchestra,nabqá nahīm
8842c1f0-e261-4069-bd59-768bb9a3315c,in.3.2.3,Zejel,2485.6370300398453,2490.4146037270502,2433.0,2438.5,Bṭāyḥī,Brihi Orchestra,tajrī ‘alá ashfārī al-dumū‘
8842c1f0-e261-4069-bd59-768bb9a3315c,in.3.4.1,Zejel,2517.2091238998014,2528.2252071571647,2480.5,2494.5,Bṭāyḥī,Brihi Orchestra,naṣbir ‘alá ṣabr al-kirām
8842c1f0-e261-4069-bd59-768bb9a3315c,in.3.4.2,Zejel,2528.2252071571647,2539.4264346709547,2497.0,2511.5,Bṭāyḥī,Brihi Orchestra,walā ‘alá ḥarr al-gharām
8842c1f0-e261-4069-bd59-768bb9a3315c,in.3.5.1,Zejel,2539.4264346709547,2542.4905564552287,2512.5,2515.5,Bṭāyḥī,Brihi Orchestra,‘aṭshān āittukhdh
8842c1f0-e261-4069-bd59-768bb9a3315c,in.3.5.2,Zejel,2542.4905564552287,2544.9900039169834,2517.0,2519.5,Bṭāyḥī,Brihi Orchestra,‘aqlī rahīn
8842c1f0-e261-4069-bd59-768bb9a3315c,in.3.5.3,Zejel,2544.9900039169834,2547.7671677633775,2521.0,2524.5,Bṭāyḥī,Brihi Orchestra,wal-mā zulāl
8842c1f0-e261-4069-bd59-768bb9a3315c,in.3.5.4,Zejel,2547.7671677633775,2552.766062686887,2525.0,2530.5,Bṭāyḥī,Brihi Orchestra,mā yubrī dā’ī ilā al-wiṣāl
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.1.1,Zejel,2552.766062686887,2555.8545770380333,2532.5,2536.5,Bṭāyḥī,Brihi Orchestra,fī kull al-ghurūb
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.1.2,Zejel,2555.8545770380333,2558.6317408844275,2537.0,2540.0,Bṭāyḥī,Brihi Orchestra,wakull al-‘ashīyih
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.1.3,Zejel,2558.6317408844275,2563.6306358079373,2540.5,2548.5,Bṭāyḥī,Brihi Orchestra,law‘atī taẓhar
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.1.4,Zejel,2563.6306358079373,2568.7203180680385,2550.0,2556.5,Bṭāyḥī,Brihi Orchestra,waḥālī yashtahar
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.2.1,Zejel,2583.6506080688473,2586.495951476583,2581.0,2583.5,Bṭāyḥī,Brihi Orchestra,nafná wanadhūb wayaẓhar
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.2.2,Zejel,2586.495951476583,2588.9953989383375,2585.0,2588.0,Bṭāyḥī,Brihi Orchestra,wayaẓhar ‘alay
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.2.3,Zejel,2588.9953989383375,2593.994293861847,2588.5,2596.5,Bṭāyḥī,Brihi Orchestra,wānā nahīm akthar
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.2.4,Zejel,2593.994293861847,2599.0175284157463,2598.0,2604.5,Bṭāyḥī,Brihi Orchestra,walā nu‘dhar
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.3.1,Zejel,2614.0245578403124,2616.7568845279234,2629.0,2631.5,Bṭāyḥī,Brihi Orchestra,mā hī āillā al-qulūb
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.3.2,Zejel,2616.7568845279234,2619.3489041178914,2633.0,2636.5,Bṭāyḥī,Brihi Orchestra,āsh lī min janīyah
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.3.3,Zejel,2619.3489041178914,2624.810659682467,2637.25,2644.5,Bṭāyḥī,Brihi Orchestra,waman yaṭīq yaṣbar
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.3.4,Zejel,2624.810659682467,2629.531838221337,2646.0,2652.5,Bṭāyḥī,Brihi Orchestra,‘alá shamsin taṣfar
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.4.1,Zejel,2629.531838221337,2634.569401615558,2653.25,2660.5,Bṭāyḥī,Brihi Orchestra,ifn yā shams āifn
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.4.2,Zejel,2639.44205407942,2644.474619334364,2669.25,2676.5,Bṭāyḥī,Brihi Orchestra,riqqī wazid ma‘ná
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.5.1,Zejel,2644.474619334364,2646.835208603799,2677.0,2680.0,Bṭāyḥī,Brihi Orchestra,ukhruj bukrá wāi‘jal
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.5.2,Zejel,2646.835208603799,2649.4735142578734,2680.5,2684.5,Bṭāyḥī,Brihi Orchestra,tará awrāq al-jinān
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.5.3,Zejel,2649.4735142578734,2654.611267373703,2685.25,2692.5,Bṭāyḥī,Brihi Orchestra,al-jinān marshūsh
8842c1f0-e261-4069-bd59-768bb9a3315c,in.4.5.4,Zejel,2654.611267373703,2659.3470312015793,2694.0,2700.5,Bṭāyḥī,Brihi Orchestra,mufaḍḍaḍ wamudhahhab
8842c1f0-e261-4069-bd59-768bb9a3315c,in.5.1.1,Zejel,2659.3470312015793,2661.8445091069993,2701.0,2704.5,Bṭāyḥī,Brihi Orchestra,yā lahā ‘ashīyah
